n,chapter,chapter_title,part,quote,attribution,what_it_means,how_to_use_it
44,5,"Doctors, Certain",Two,Radithor is harmless in every respect. A dose of certified radioactive water taken daily restores energy and cures more than one hundred and fifty conditions.,"William Bailey, 1928","It killed its best customer. Bailey, who was not a doctor and had no degree, sold radium dissolved in water by mail order. Eben Byers, a wealthy Pittsburgh industrialist, drank around fourteen hundred bottles on his physician's advice. His jaw disintegrated and had to be removed, holes opened in his skull, and he died in 1932. He was buried in a lead-lined coffin. The Federal Trade Commission acted, and the case is one of the reasons the American food and drug regulator has the powers it has.","A new invisible force adopted as a general tonic before anybody had asked what it does to tissue. Radium was known to destroy cells, which was why it was being used against tumours. The leap to swallowing it daily meant treating an established destructive effect as a stimulating one at low doses, with no evidence and no reason. Whenever something is being sold as good for a hundred and fifty unrelated conditions, the number is the diagnosis."
45,5,"Doctors, Certain",Two,Cutting the connections to the frontal lobes relieves severe mental illness and should be used widely.,"Walter Freeman, 1942","It was abandoned within a decade. António Egas Moniz devised the operation and received the Nobel prize in medicine for it in 1949, which has never been rescinded. Freeman took it up in America and developed a version performed through the eye socket in under ten minutes, without a surgical theatre. He carried it out around three and a half thousand times, sometimes on children, often on patients whose diagnosis would not now warrant any surgery at all. He kept no adequate outcome data. The operation was abandoned in the 1950s as antipsychotic drugs arrived.","A procedure judged by the convenience of the ward rather than the state of the patient. Lobotomised patients were calmer, easier to manage, and could sometimes go home, and in an era of vast overcrowded asylums with nothing else to offer, that was recorded as improvement. Nobody was systematically asking what had been taken away, because the person best placed to report it was the person who had been operated on. When the measure of success is chosen by whoever is inconvenienced by the problem, the treatment will succeed. Ask who chose the measure."
46,5,"Doctors, Certain",Two,"We accept an interest in people's health as a basic responsibility, paramount to every other consideration in our business. There is no proof that cigarette smoking is one of the causes of lung cancer.","The Tobacco Industry Research Committee, 1954","It held for thirty years. The statement ran as a full-page advertisement in more than four hundred American newspapers. It answered studies published in 1950 by Doll and Hill in Britain and by Wynder and Graham in America. The committee it announced funded research for decades. The American Surgeon General's report came in 1964, and the industry maintained a public position of unresolved scientific controversy for thirty years after that. Internal documents released in litigation in the 1990s showed that company scientists had reached the opposite conclusion privately.","Nothing, in the sense of this book. This is the counterfeit, and it is here so that you can compare it with the genuine article on either side. It has the same surface as an honest scientific caution, the same appeal to more research, the same insistence on proof rather than evidence. The difference is invisible from outside and total: an honest doubt is looking for the answer, and this one was built to postpone it."
47,5,"Doctors, Certain",Two,Thalidomide is so free of toxicity that it can safely be given to pregnant women for morning sickness.,"Chemie Grünenthal, 1957","Ten thousand children. It was sold over the counter in dozens of countries and was promoted as exceptionally safe, largely because it was hard to overdose on. Somewhere over ten thousand children were born with severe limb malformations, and many more pregnancies ended. It was withdrawn in late 1961 after the Australian obstetrician William McBride and the German paediatrician Widukind Lenz independently identified it. The United States was largely spared because Frances Kelsey at the FDA refused to approve it while she waited for data she had asked for and not been given.","A safety claim resting on the absence of a particular harm. The drug really was strikingly non-toxic to the person who took it, and that was the tested thing. Nobody had tested what it did to a developing embryo, because before this the assumption in the field was that the placenta protected the foetus from most compounds. The general principle is that *safe* is never a property of a substance on its own. It is a property of a substance, a dose, and a body, and the body that had not been considered here was the one that mattered. Safe for whom, and at what dose."
48,5,"Doctors, Certain",Two,"A pandemic on the scale of 1918 is likely this winter, and the entire American population should be vaccinated.","David Sencer, 1976","The pandemic never came. A soldier at Fort Dix died of a swine influenza strain and several others were infected. Sencer, who ran the Centers for Disease Control, pressed for a national immunisation programme, and President Ford announced it. Around forty-five million Americans were vaccinated. The pandemic never came; the virus did not spread beyond the base. The campaign was suspended after an apparent rise in Guillain-Barré syndrome among those vaccinated, and Sencer lost his job.","A decision under genuine uncertainty, which is the reason it is in this chapter rather than being simply a mistake. The chance of a 1918-scale event was small and the cost if it happened was immense, and on those numbers acting was defensible. What was not defensible was announcing it with the confidence of a forecast rather than the honesty of a bet. If Sencer had said publicly that this was insurance against an unlikely catastrophe, the programme's failure would have been a cost of doing the sensible thing. Told as a prediction, it read as a lie, and the damage to public trust in vaccination outlasted everyone involved. Say bet when you mean bet."
49,5,"Doctors, Certain",Two,"The proposition that a bacterium causes peptic ulcers ranks in the bottom tenth of the abstracts submitted, and is not worth a place on the programme.","The Gastroenterological Society of Australia, 1983","Two years, and a flask of bacteria. Barry Marshall and Robin Warren had cultured Helicobacter pylori from the stomachs of ulcer patients. The consensus was that ulcers were caused by stress and acid, that nothing could live in stomach acid, and that treatment meant acid suppression for life or surgery. Their abstract was rejected. In 1984 Marshall drank a flask of the culture, gave himself gastritis, and demonstrated the point on himself. Ulcers are now cured with a fortnight of antibiotics. The two shared the Nobel prize in 2005.","A background assumption nobody had checked because it was too obvious to check. Everything followed from *nothing lives in the stomach*, which was not a finding but an inference. Pathologists had been seeing spiral bacteria in gastric biopsies for decades and recording them as contamination. The most dangerous belief in any field is not the contested one. It is the one so uncontroversial that no experiment has ever been pointed at it. Ask what nobody has tested."
50,5,"Doctors, Certain",Two,"Vioxx is a safer anti-inflammatory, gentler on the stomach, appropriate for long-term use in arthritis.","Merck, 1999","It was withdrawn in 2004. It was prescribed to something like eighty million people. The VIGOR trial in 2000 was designed to show the gastrointestinal advantage. It also showed a much higher rate of heart attacks in the Vioxx arm than in the comparator. The published interpretation put this down to a protective effect of the older drug, and not to a harmful effect of the new one. The company withdrew Vioxx in 2004 after a further trial confirmed the cardiovascular risk. Estimates of the excess events run into the tens of thousands.","An unexpected finding explained away by the hypothesis it threatened. The alternative reading was available to everyone from the moment the data came in, and it was less comfortable and turned out to be correct. It is worth being precise, because the failure is not exotic. A trial designed to answer one question produced an answer to a different one, and the different one was assessed by people who had already committed. What protects against this is not integrity, which most of them had. It is having the awkward result adjudicated by somebody with nothing at stake. Give the awkward result to a stranger."
51,6,"Safe, According to the Model",Two,The ship is stable enough. Sail her.,"Gustavus Adolphus, 1628","She sank in the harbour. The Vasa was the most powerful warship in the Baltic, built in haste for a war, with a second gun deck added at the king's request while she was on the stocks. Before launch the shipyard ran a stability test in which thirty men ran from side to side across the deck; it was stopped after three passes because the ship was rolling dangerously. She sailed on 10 August 1628, caught a gust in Stockholm harbour, heeled over, took water through the open lower gunports and sank about 1,300 metres into her maiden voyage. The inquiry found nobody at fault. She was raised in 1961 and is intact.","A test that was performed, understood and then not allowed to mean anything. This is the purest version of the pattern in this chapter: nobody lacked the information. The men on the deck knew, and so did the officer who stopped the test. The knowledge did not travel upwards, because the man it had to reach had already decided and was at war. Every subsequent entry here is a more sophisticated version of the same thirty men running from side to side."
52,6,"Safe, According to the Model",Two,"The captain can, by simply moving an electric switch, instantly close the doors throughout, practically making the vessel unsinkable.","The Shipbuilder, 1911","One year. The Titanic's hull was divided into sixteen watertight compartments and could float with any two of them flooded, or with the first four. The iceberg opened six. She sank on 15 April 1912 with about 1,500 people aboard, having carried lifeboats for roughly half those on board, which was more than the regulations of the day required.","A design case treated as a guarantee. The compartment system was real, it was well engineered, and the phrase in the trade press was hedged with the word *practically*, which everybody dropped. The failure is worth stating plainly, because it repeats. The ship was designed against the worst accident anyone had seen, which was a collision at a bulkhead. The sea is not obliged to stay inside the range of your experience. The lifeboats are the more damning half. They were adequate for the ship in the model and not for the ship that existed."
53,6,"Safe, According to the Model",Two,"The deflection theory permits a far lighter and shallower deck than earlier practice, at no cost in safety.","Leon Moisseiff, 1940","Four months. The Tacoma Narrows Bridge opened in July 1940 with a deck eight feet deep on a span of over eight hundred metres, the most slender suspension bridge ever built. It moved in light winds from the first day and was nicknamed Galloping Gertie by the people who drove over it. On 7 November, in a wind of about forty miles an hour, well below its design load, it went into a twisting oscillation and tore itself apart. The film of it is the most-watched engineering failure in history.","A method extrapolated past the conditions that validated it. Moisseiff's theory was sound and had produced excellent bridges; it treated wind as a static horizontal force, which is adequate for a stiff deck and catastrophic for a flexible one. Aerodynamic flutter was not a phenomenon suspension bridge engineers had needed to think about, because no previous deck had been light enough to flutter. Every design method has a range of validity, and the range is invisible from inside it until something leaves it."
54,6,"Safe, According to the Model",Two,The pressurised cabin is amply strong. The airframe is good for tens of thousands of cycles.,"de Havilland, 1952","Three broke up in the air. The Comet was the first jet airliner and a genuine triumph, in service in May 1952 and a year ahead of anything else in the world. Three broke up in flight within twenty-six months. The investigation submerged an entire fuselage in a water tank and pressurised it thousands of times. It found metal fatigue starting at the corners of cutouts in the skin, where the stress concentrated far more than the calculations assumed. The design was corrected, the type flew safely for decades afterwards, and Boeing and Douglas took the market.","A material behaviour that had not mattered before and did now. Fatigue was known. What was new was a pressurised cabin cycled twice a day behind a thin skin at high altitude, and the safety factor that covered every previous aircraft did not cover it. The reason this entry is here rather than in a chapter about ordinary bad luck is the water tank: the test that found the answer was not exotic, and it existed. It was simply not thought necessary until after the crashes."
55,6,"Safe, According to the Model",Two,The walkway connection as fabricated is equivalent to the design.,"The Hyatt Regency engineers, 1979","Two years. Two suspended walkways in the atrium of the Kansas City hotel were to hang from single continuous rods. During fabrication the detail was changed to two shorter rods, with the upper walkway hanging from the lower one's box beam, because a continuous threaded rod is awkward to make and install. The change doubled the load on that connection. On 17 July 1981, during a crowded tea dance, both walkways came down. A hundred and fourteen people died. It remains one of the worst structural failures in American history, and both engineers lost their licences.","A change nobody costed because it looked like a detail. The original design was already marginal, which is the part usually left out, and the modification turned marginal into fatal. What makes it the standard teaching case is how ordinary the failure is. A fabricator proposed a simpler way to build a joint. A shop drawing came back and somebody approved it under time pressure without redoing the arithmetic, and the arithmetic was five minutes of work. Almost nothing here required expertise. It required somebody to treat a small change as a change."
56,6,"Safe, According to the Model",Two,A reactor of this type could be installed on Red Square. It is no more dangerous than a samovar.,"attributed to Anatoly Aleksandrov, 1980","Unit 4 exploded. Aleksandrov was president of the Soviet Academy of Sciences and one of the fathers of the RBMK design. The reactor had a positive void coefficient, meaning that in certain conditions a loss of cooling increases the reaction rather than damping it, and control rods that briefly added reactivity as they entered. Both were known to the designers and neither was in the operating manuals at Chernobyl. Unit 4 exploded on 26 April 1986 during a test of the turbine at low power.","A hazard known at the top and absent at the bottom. This is what happens where admitting a defect is politically costly. The information does not disappear. It gets classified, and the people who need it most are cleared least. The operators at Chernobyl did the wrong thing that night, and there is no version of the story in which they could have known why it was wrong. A safety culture is not a set of attitudes. It is a question about who is allowed to know what."
57,6,"Safe, According to the Model",Two,The probability of a catastrophic failure is about one in a hundred thousand flights.,"NASA management, 1986","Seventy-three seconds. Challenger broke up seventy-three seconds after launch on 28 January 1986, on the twenty-fifth shuttle flight. The night before, engineers at Morton Thiokol had recommended against launching. The O-ring seals in the solid rocket boosters had never been tested near the forecast temperature and had shown erosion on earlier cold flights. They were asked to reconsider as managers rather than as engineers, and the recommendation was reversed. Richard Feynman sat on the commission afterwards. He found that working engineers put the odds of loss at around one in a hundred while management used a figure a thousand times better, and he asked, in the report's appendix, what the basis for it was.","Evidence of a problem reclassified as evidence of margin. The O-rings had been eroding for years without a loss. That record was read as proof that erosion was survivable, and not as a warning that the seal was not doing its job. Once a deviation has occurred a few times with no consequence it stops being a deviation and becomes the expected condition, and the standard quietly moves. Feynman's closing line is the one to keep: for a successful technology, reality must take precedence over public relations, for nature cannot be fooled."
58,6,"Safe, According to the Model",Two,The design basis tsunami for the site is 5.7 metres. Higher estimates are not sufficiently established to require action.,"TEPCO, 2008","The wave was fifteen metres. An internal study in 2008 concluded that a tsunami of over fifteen metres was possible at Fukushima Daiichi on the basis of historical events, including one in the year 869. It was treated as provisional and passed for further study rather than acted on. On 11 March 2011 the wave reached roughly fourteen to fifteen metres at the site, flooded the emergency generators in the basements, and three reactors melted down. The Diet's independent commission called the accident profoundly man-made.","A conclusion nobody had to reject because it could be kept pending. The finding was made by the company's own people and never overturned. It was held in the queue, because acting on it meant an enormous expense against an event that had not happened in a thousand years. This is not ignorance, and it is far more common. An organisation never has to decide against an inconvenient finding, because indefinite study is available and looks responsible from every angle."
59,6,"Safe, According to the Model",Two,The negative pressure test result is anomalous but explainable. The well is secure.,"BP and Transocean, 20 April 2010","The well blew out that evening. A test to confirm the Macondo well was sealed produced pressure readings that should not have been possible if the seal were good. The crew debated it for an hour and settled on an explanation involving a bladder effect in the drilling fluid, a phenomenon with no real basis. They proceeded. The well blew out that evening, eleven men died, the rig sank, and around four million barrels of oil went into the Gulf of Mexico over the following three months.","A rescuing explanation invented at the point of decision. The reading was unambiguous and everyone saw it. One interpretation meant stopping, which was expensive and embarrassing forty days behind schedule. The other meant continuing. So the group looked for a reason the instrument might be lying, and found one. A hypothesis produced only in order to permit the action you already wanted is not a hypothesis, and the moment to notice this is when it is being generated, not afterwards."
60,6,"Safe, According to the Model",Two,"At some point safety is just pure waste. I mean, if you just want to be safe, don't get out of bed, don't get in your car, don't do anything.","Stockton Rush, 2019","Four years. Rush's company took paying passengers to the wreck of the Titanic in a submersible with a carbon fibre hull. The material had no service history at that depth and is known to degrade in ways that are hard to inspect. He declined classification by any marine society, arguing publicly that certification stifles innovation. Employees and outside experts wrote to him warning of catastrophic risk; one was dismissed. The vessel imploded in June 2023, killing him and four others.","A true general observation used to dismiss a specific one. It is perfectly correct that safety has diminishing returns and that a fully risk-averse life is not a life. None of it says anything about whether a particular pressure hull will hold at four thousand metres. The move is a common one and worth being able to name: a philosophical point about risk in general, deployed to avoid an engineering point about this object. The warnings he received were not about the value of caution. They were about the hull."
61,7,A Permanently High Plateau,Three,Stock prices have reached what looks like a permanently high plateau.,"Irving Fisher, 1929","Eight days. He said it on 16 October. The market broke eight days later and lost about eighty-nine per cent of its value over the next three years. Fisher was the leading American economist of his generation and one of the founders of modern monetary theory. His work on debt deflation, written afterwards to explain what had happened, is still read. He was also personally invested and lost everything, including his house, which Yale bought and rented back to him for the rest of his life.","A new theory of value arriving at the top of a boom. Fisher's argument was that prohibition and scientific management had permanently raised the productivity of American industry, so the higher earnings were real and the prices justified. It is a serious argument, and some of it was true. The trouble with a story that explains why the old valuation rules no longer apply is that one always appears near a peak, because that is precisely when people need one. The story arrives with the price."
62,7,A Permanently High Plateau,Three,"The fundamental business of the country, that is the production and distribution of commodities, is on a sound and prosperous basis.","Herbert Hoover, 25 October 1929","He said it the day after the first great break. Industrial production fell by about half over the next three years, unemployment reached roughly a quarter of the workforce, and thousands of banks failed. Hoover was not a stupid man and he was not idle; he did more than any previous president had to intervene, which was still not remotely enough.","A statement whose purpose was to steady the room, said in the voice of an assessment. There is a real dilemma here and it is not hypocrisy. A president who says the truth about a bank run makes the run worse, and every official facing a panic has to weigh accuracy against the effect of saying it. The cost comes later. Once the reassurance has failed, nothing that office says about the economy is believed for a decade, and that mattered more than any single day's confidence."
63,7,A Permanently High Plateau,Three,The Harvard Economic Society's index indicates that a severe depression is outside the range of probability. A recovery in business is to be expected shortly.,"The Harvard Economic Society, 1929","They called the trough again and again. The Society was the most respected forecasting operation in America, run by academics using a statistical barometer of leading indicators. Through 1930 and 1931 it repeatedly announced that the trough had been reached. It was wrong at every turn, lost its subscribers, and was wound up in 1931.","A model fitted to a range of history that did not contain the event. The barometer had been built from the business cycles of the previous thirty years, none of which was a depression. It could describe a recession accurately and had no vocabulary at all for what was happening. This is the most reliable failure in quantitative forecasting and better statistics will not fix it. A model can only recognise a kind of event that occurred in the data it was fitted to. The data had never seen one."
64,7,A Permanently High Plateau,Three,"The models put a loss of this size at many standard deviations, an event not expected within the lifetime of the universe.","Long-Term Capital Management, 1998","Four years. The fund was run by John Meriwether, with Myron Scholes and Robert Merton on the board. Both had won the Nobel prize in economics the previous year, for the mathematics of option pricing. It had returned about forty per cent a year on enormous leverage. Russia defaulted in August 1998, correlations across every unrelated market went to one, and the fund lost most of its capital in weeks. The Federal Reserve Bank of New York organised fourteen banks to take it over, because its counterparty exposures were large enough to threaten the system.","A distribution assumed rather than measured. The models treated price moves as normally distributed and the positions as independent, and both assumptions hold comfortably in ordinary conditions and fail together in exactly the conditions that matter. The deeper point is the one their own arithmetic should have made: if your model says an event cannot happen and the event happens, the correct inference is not that you were unlucky. It is that the model was the wrong one, and it always was. Ten sigma means check the model."
65,7,A Permanently High Plateau,Three,There is no national housing bubble. The boom will not bust.,"David Lereah, 2005","Prices fell by a third. Lereah was chief economist of the National Association of Realtors. He published a book in 2005 urging readers not to miss the real estate boom, and reissued it the following year with a title promising the boom would not bust. American house prices peaked in 2006 and fell by about a third nationally, more in the states he was most positive about. He left the association in 2007 and has since said, with some grace, that he was a shill for an industry and that he should have seen it.","A conflict of interest operating at the level of what looked worth investigating. He was not, as far as anyone can show, saying things he believed to be false. He was employed by an industry to explain that industry to the public. In that position the arguments for a rise get examined thoroughly and the arguments for a fall get answered quickly. Ask who pays the forecaster before you weigh the forecast, not because they are lying, but because it tells you which half of the evidence has been checked hard. Ask who pays."
66,7,A Permanently High Plateau,Three,"We do have characteristics of bubbles in certain areas, but not, as best I can judge, nationwide.","Alan Greenspan, 2005","He recanted in public, later. Greenspan had run the Federal Reserve since 1987 and was treated in the press as an oracle. His position was that housing markets are local, that there was froth in some of them, and that a simultaneous national decline had no precedent. Prices fell nationally from 2006, the mortgage securities built on them failed, and the banking system came close to collapse in 2008. In congressional testimony in October 2008 he said he had found a flaw in the ideology he had held for forty years. It is a more honest sentence than most people in this book ever produced.","Absence of precedent read as evidence of impossibility. He was right that there had never been a nationwide fall in American house prices in the modern data. The data began in the 1940s. What made a national fall possible this time was a national market in mortgage securities that had not existed before. The innovation that made the crash possible was also the reason the historical record looked reassuring. When somebody tells you a thing has never happened, the question is whether the world that prevented it is still the world you are in. Ask what has changed since."
67,7,A Permanently High Plateau,Three,"These senior tranches merit a triple-A rating, equivalent in default risk to a sovereign bond.","Moody's and Standard and Poor's, 2006","They were downgraded ten notches. Trillions of dollars of securities built from subprime mortgages were rated at the highest grade available, which is what allowed pension funds and banks to hold them at all. Large numbers were downgraded by ten or more notches within eighteen months, some to default. The agencies were paid by the issuers of the securities they were rating.","A correlation assumption at the centre of the arithmetic, chosen because it made the model tractable. Pooling mortgages removes risk only if the mortgages fail independently, and in a national downturn they do not. There was no secret about this; it is the first thing anyone says about pooling. What kept the wrong number in the model was that the right number destroyed the product. No individual had to be corrupt for an institution paid by issuers to prefer the assumption that let it issue."
68,7,A Permanently High Plateau,Three,"We believe the effect of the troubles in the subprime sector on the broader housing market will likely be limited, and we do not expect significant spillovers to the rest of the economy or to the financial system.","Ben Bernanke, May 2007","Sixteen months. Lehman Brothers failed, the money markets froze, and the Federal Reserve, which Bernanke chaired, undertook the largest emergency intervention in its history. To his considerable credit he then ran that intervention with real skill. He was the leading academic historian of the Great Depression and knew exactly what a central bank must not do.","Sizing a problem by the assets rather than by the plumbing. The subprime mortgages themselves were a small slice of American credit, and the arithmetic on that was correct and was widely quoted. What travelled was not the losses; it was the discovery that nobody could tell which institution held them, which turned a manageable loss into a general refusal to lend to anybody. Contagion in a financial system runs through uncertainty about counterparties, and no calculation of the size of the underlying asset will ever capture it. Size the plumbing, not the pipe."
69,7,A Permanently High Plateau,Three,Bear Stearns is fine. Do not take your money out.,"Jim Cramer, 11 March 2008","Five days. Bear Stearns was sold to JPMorgan Chase in a Federal Reserve-brokered rescue at two dollars a share, against a price of about a hundred and seventy the previous year. Cramer has argued since, with some justice, that the viewer was asking whether his brokerage account was safe and not whether the stock was. A Bear Stearns account holder did get their money out.","A precise answer delivered in a format that cannot carry precision. Whatever he meant, what a viewer heard on a television programme, shouted, with sound effects, was that the firm was sound. The lesson is not about him. It is that the medium determines what a message can contain, and a qualification that requires the listener to have caught the exact question does not survive the format it was said in. If a distinction is doing all the work, do not make the statement somewhere the distinction will be lost."
70,7,A Permanently High Plateau,Three,"The current increase in inflation is transitory, driven by pandemic reopening effects that will fade.","Jerome Powell, 2021","Nine per cent. American consumer price inflation, running at about one and a half per cent when the word was first used, reached nine per cent in June 2022. The Federal Reserve retired the word *transitory* in November 2021 and then raised interest rates faster than at any time since the early 1980s. Inflation did come down without the recession most forecasters expected, so the underlying judgement about supply chains was partly vindicated and the timing was badly wrong.","A word without a time limit doing the work of a forecast. *Transitory* has no duration in it, so it could not be wrong on any particular date, and by the time it was obviously wrong the moment to act had gone. It also functioned as a reason not to act, which is the most useful property a vague word can have inside an institution that does not want to move. Any forecast that cannot be falsified on a stated date is not a forecast. It is a mood, and it will be defended long past the point where a number would have been abandoned. Put a date on it."
71,8,The Deal They Turned Down,Three,The telephone is a scientific curiosity with no commercial application. Decline the offer.,"attributed to Western Union, 1876","They declined. Bell's backers offered the telephone patents to Western Union, then the dominant communications company in America, for a hundred thousand dollars. Western Union declined. Within four years it was in litigation with the Bell company, which it lost, and by 1900 Bell was worth many times what Western Union had ever been. The famous internal memo about a device with too many shortcomings is quoted everywhere and has never been produced; what is solid is the decision itself.","Judging a new medium as a worse version of the old one. Western Union's business was messages between cities, delivered by trained operators to offices. A telephone in 1876 carried a poor voice a few miles between two fixed points. As a telegraph it was hopeless. That comparison is accurate and it is the wrong comparison, because the telephone was not competing for telegrams. It was creating a market of conversations that had never existed, and there is no way to see that market by looking harder at the one you have."
72,8,The Deal They Turned Down,Three,Guitar groups are on the way out. The Beatles have no future in show business.,"attributed to Decca Records, 1962","They signed somebody else. Decca auditioned the group on the first of January 1962 and turned them down, signing Brian Poole and the Tremeloes instead, partly because they were from London and cheaper to work with. Parlophone signed the Beatles later that year. The line is Brian Epstein's account of what Dick Rowe told him, and Rowe denied the wording for the rest of his life. He also signed the Rolling Stones the following year on George Harrison's recommendation, which is the part usually left out.","A judgement of taste presented as a judgement of trend. The audition was poor by all accounts, the material was mostly covers, and a professional listening that day would have heard a competent northern club act. Rowe's actual mistake, if he made one, was to convert that into a claim about the direction of popular music, which is a different and much harder thing to know. He was allowed to be wrong about one band. What sank him was the sentence about the category."
73,8,The Deal They Turned Down,Three,"It is a cute demonstration, but nobody wants to look at photographs on a television, and we should not talk about it.","Kodak, 1975","They put it in a drawer. Steven Sasson, a young engineer at Kodak, built the first self-contained digital camera: a toaster-sized device recording to cassette tape at ten thousand pixels, taking twenty-three seconds a picture. He demonstrated it to management, who by his account found it charming and told him not to tell anyone. Kodak went on to invest heavily in digital, patent a great deal of it, and earn substantial licence income, and it still could not bring itself to attack its own film business. It filed for bankruptcy in 2012.","Not blindness, which is the version everybody tells, but arithmetic. Kodak's profit came from film, paper and processing, sold repeatedly to the same customer for the life of a camera. Digital photography removed all three at once. The internal analysis was correct in every particular, including its estimate of when digital would become good enough. The conclusion it supported was to defend the profitable business as long as possible. There is no obvious way for a public company to choose voluntarily to make one-tenth as much money, and that, not stupidity, is what the word disruption actually means."
74,8,The Deal They Turned Down,Three,A tenth of this company is not worth the liability that comes with it.,"Ron Wayne, 1976","He took the eight hundred dollars. Wayne was the third founder of Apple, drew the first logo, wrote the original partnership agreement, and held ten per cent. Twelve days in, he relinquished his stake for eight hundred dollars, later accepting a further fifteen hundred to formalise it. He was the only partner with personal assets. In a general partnership he would have been liable for the company's debts, which at that moment were real. The revenues were not.","Almost nothing, which is why it is here. Wayne was forty-one with things to lose, next to two men in their twenties with nothing, and he made a defensible decision about risk given his own position. He has said many times since that he does not regret it and would probably have been squeezed out anyway. The entry is a corrective to the rest of the chapter. An outcome that turns out enormous does not make the decision that avoided it stupid. Judging a choice by a result the chooser could not see is the standard way to learn the wrong lesson."
75,8,The Deal They Turned Down,Three,A non-exclusive licence is acceptable. The value is in the hardware.,"IBM, 1980","The clones arrived. IBM needed an operating system for its personal computer in a hurry and licensed one from Microsoft, allowing Microsoft to sell the same product to anyone else. Compaq reverse-engineered the IBM firmware in 1982, the clone industry followed, and every clone needed the operating system. IBM sold its personal computer division in 2005. Microsoft became for a period the most valuable company on earth.","Locating the value where it had always been. In IBM's world hardware was the product and software was the thing you gave away to sell it, and that had been true for thirty years and enormously profitable. What nobody at the table could see was that the standard would become the asset once the hardware was commoditised, because hardware had never been commoditised before. The general form is worth carrying: in any deal, ask which part of this will still be scarce when the rest is easy."
76,8,The Deal They Turned Down,Three,"A search engine is a feature, not a business, and this one is not worth a million dollars.","Excite, 1999","They said no more than once. Larry Page and Sergey Brin, wanting to get back to their doctorates, tried to sell Google to the portal companies for around a million dollars and were turned down more than once. Excite's management concluded that a search engine which sent users away quickly was the opposite of what a portal needed. Excite was bought, went through bankruptcy in 2001, and disappeared.","A strategy correctly applied to the wrong future. The portal business model was to keep people on the page. Excite's objection to Google, that it was too good at getting people to leave, was a correct description of the product. What they could not price was that being the place people start is worth more than being the place they stay. Nobody in 1999 knew what an auction of search intent would fetch, because that market had not been invented."
77,8,The Deal They Turned Down,Three,Netflix is a very small niche business. Fifty million dollars is far too much.,"Blockbuster, 2000","They laughed. Reed Hastings and Marc Randolph flew to Dallas and offered to sell Netflix, then a mail-order DVD service losing money, to Blockbuster for fifty million dollars, proposing to run its online arm. By Randolph's account they were barely able to keep a straight face in the room. Blockbuster filed for bankruptcy in 2010. Netflix is worth several hundred times the price it asked.","A profit centre that could not be criticised. Blockbuster's earnings depended substantially on late fees, which customers hated and which the Netflix model abolished. Any serious internal assessment of Netflix was therefore an argument for destroying a line of revenue that everybody had been rewarded for growing. The decisive fact about an incumbent is rarely what it fails to understand. It is which sentence cannot be said out loud in its own boardroom."
78,8,The Deal They Turned Down,Three,Running an online bookshop is not our competence. Amazon should run it for us.,"Borders, 2001","Amazon kept the customer. Borders handed its entire online operation to Amazon, which ran borders.com and kept the customer relationship, the data and the margin, while Borders got a fee and concentrated on its stores. The arrangement ran until 2008. By then Amazon knew what every Borders customer bought online and Borders had built nothing. It liquidated in 2011.","Outsourcing a cost and giving away an asset. The reasoning was sound as far as it went: Borders was bad at the web, Amazon was superb at it, and specialisation is usually right. What the analysis missed is that the thing being outsourced was not a warehouse function but the relationship with the customer in the channel that was about to become the whole market. Before you contract out an activity, ask whether it is a cost centre or the place your business will live in ten years, because the second one is never worth a fee."
79,8,The Deal They Turned Down,Three,"It's kind of one more entrant into an already very busy space. But in terms of a sea change for BlackBerry, I would think that's overstating it.","Jim Balsillie, 2007","Twenty per cent to under one. Balsillie was co-chief executive of Research In Motion, whose BlackBerry then dominated corporate email and was the object of genuine addiction among the people who carried one. RIM's share of the smartphone market went from about twenty per cent to under one per cent within six years. The company survives as a software and security business and has not made a phone since 2016.","Defending a moat that was about to become irrelevant rather than being crossed. RIM's advantages were real: superb battery life, a keyboard people typed on at speed, and an enormously efficient network protocol that corporate IT departments and carriers loved. Every one of those was an answer to a constraint, and within four years batteries, screens and bandwidth had all improved enough that the constraints were gone. An advantage built on somebody else's limitation expires when that limitation does, and the expiry date is not on the balance sheet."
80,8,The Deal They Turned Down,Three,Thirty-one dollars a share undervalues the company. Reject it.,"Yahoo, 2008","They held out for more. Microsoft offered about forty-four billion dollars for Yahoo in early 2008. Jerry Yang and the board held out for more, the offer was withdrawn, and the shares fell by more than half within the year. Yahoo's core internet business was sold to Verizon in 2016 for around four and a half billion, roughly a tenth of the rejected price.","An anchor set by the company's own history rather than by the offer in front of it. Yahoo had been worth far more in 2000, its management remembered that number, and thirty-one dollars felt like an insult measured against it. The past price of your own asset carries no information about its future price. It is the most powerful distorting fact in any negotiation, which is why the other side will mention it. The only relevant question is what it will be worth later, and the offer itself is usually the best available evidence about that."
