n,chapter,chapter_title,part,quote,attribution,what_it_means,how_to_use_it
78,6,Envy and Comparison,One,Whoever envies another confesses his superiority.,Samuel Johnson,"Johnson has it the right way round. You cannot envy someone you consider beneath you, so the feeling is an admission, made in private, that you rank them above yourself in the thing that matters to you.","Turn the confession into information. Whose success bothers you? That is your true ambition, stated by a witness who cannot be bribed. Most people spend years working out what they want. You have a shortcut, and it is uncomfortable, and it is accurate."
79,6,Envy and Comparison,One,Our envy always lasts longer than the happiness of those we envy.,François de La Rochefoucauld,"They got the thing. Six weeks later it had joined the furniture and they were on to the next want, exactly as you would have been. You, meanwhile, are still in the moment of their triumph, which for you has no expiry date because you never got to be bored of it.","Fast-forward. The person whose life you covet is not living in the photograph. They are living in a Tuesday, with a boiler that needs replacing. You are comparing your ordinary week to their highlight, and the comparison was rigged before you started."
80,6,Envy and Comparison,One,"As rust corrupts iron, so envy corrupts man.",Antisthenes,"Rust needs no help and no event. It needs only time, damp and neglect. It works from the inside out, on the thing that gives a structure its strength.","Watch for the slow version, not the sharp one. The sharp pang passes. The slow one shows up as a permanent light contempt for someone who has done nothing to you, or as never being able to praise them without a qualification. If you find you cannot say a warm sentence about a particular person, you have found some rust."
81,6,Envy and Comparison,One,Nothing sharpens sight like envy.,Thomas Fuller,"Envy makes you a brilliant observer of one narrow thing. You will notice the new watch, the different job title, the holiday nobody mentioned, with a precision you cannot manage for the work you are paid to look at.","When you catch yourself knowing an unreasonable amount about somebody's circumstances, ask what the attention is for. This is a genuine skill being spent on nothing. The same noticing, aimed at your own work or at a person who needs help, is worth having. Aimed here, it is just surveillance."
82,6,Envy and Comparison,One,No one is happy who does not think himself so.,Publilius Syrus,"The judgement is internal and it is the only one that lands. A life that looks fortunate from outside and feels insufficient from inside is experienced, from inside, as insufficient. That is where you live.","Remember that you are the person somebody else is comparing themselves to. Somewhere there is a person who would take your circumstances in a heartbeat. This does not oblige you to be grateful on command. It does establish that the outside view of a life tells you almost nothing about the inside of it, including yours."
83,6,Envy and Comparison,One,It is in the character of very few men to honour without envy a friend who has prospered.,Aeschylus,"Aeschylus is not condemning anybody. He is reporting a base rate. Congratulating a friend without a private twinge is rare, and pretending otherwise is how people end up thinking there is something uniquely wrong with them.","Lower the standard you hold yourself to. You do not have to feel pure delight. You have to behave well: send the message, mean the words, and let the twinge happen without acting on it. Conduct is the part you control. The feeling can be present and unhelpful and still not get a vote."
84,6,Envy and Comparison,One,"The envious die not once, but as often as the envied win applause.",Baltasar Gracián,"Every announcement is a fresh small death. And because the envied person keeps living, the deaths keep coming, which makes envy the only emotion that renews its own subscription.","Take the trigger out of your hand. If one person's updates reliably ruin an afternoon, mute them. Not forever, and not with a speech. Muting is not a judgement on them and it is not a defeat for you. It is declining to attend a ceremony that only ever ends one way."
85,6,Envy and Comparison,One,The reason we struggle with insecurity is that we compare our behind the scenes with everyone else's highlight reel.,Steven Furtick,"You have full access to your own doubts, false starts and bad mornings, and you have edited access to theirs. So the comparison is between the whole of one life and the trailer for another. It was never a fair fight.","Before comparing, insist on the same footage from both sides. What was their year like, actually? You find out later, at a wedding or a funeral, that the person whose life you wanted was in the worst eighteen months of theirs while you were envying the photographs."
86,6,Envy and Comparison,One,"Every other sin hath some pleasure annexed to it, or will admit of an excuse; envy alone wants both.",Robert Burton,"Burton's point is that this one is uniquely unrewarding. Greed at least delivers objects. Anger has a rush to it. Envy has no pleasure attached at any stage, and no defence you could make to a jury.","Use the total absence of upside as leverage. With most bad habits you are giving something up. With this one you are not, which makes it the cheapest thing in your life to put down. There is nothing on the other side of the exchange to mourn."
87,6,Envy and Comparison,One,It is better to be envied than pitied.,Herodotus,"The line was old when Herodotus wrote it down, and it cuts both ways. Being envied means you have something. It also means being disliked for it by people who will never say so, and the price of that is real.","Consider that you are on the receiving end more often than you know. Somebody resents your marriage, your job, your health, your childhood. They have never mentioned it and they never will. Hold that lightly when a friend seems oddly cool about your good news. It may not be about you at all, and it may not be within their control either."
88,6,Envy and Comparison,One,Envy shoots at others and wounds herself.,English proverb,"The proverb is about the mechanics of aim. You cannot fire this particular arrow at somebody else, because there is no way to deliver it. It goes off in your hand every time.","When you feel the urge to diminish someone, out loud or in your head, notice that the sentence never reaches them. The colleague never hears the thing you say about their promotion in the car. Only you and the passenger seat hear it, and you are the one it changes."
89,6,Envy and Comparison,One,"Fret not thyself because of evildoers, neither be thou envious against the workers of iniquity.",Psalm 37:1,"This is the hardest case: envying someone who got there by means you would refuse. The line does not say they will be punished. It says do not let the injustice occupy you, which is a different and more useful instruction.","Separate the anger from the envy. The anger at unfairness is legitimate and can be pointed at something: a complaint, a vote, a policy, a conversation with somebody who can act. The envy is not legitimate and can be pointed at nothing. Keep the first. It is worth something. Drop the second."
90,6,Envy and Comparison,One,Envy is ignorance; imitation is suicide.,Ralph Waldo Emerson,"Emerson goes further than everyone else here. Envy is not merely unpleasant. It is a factual error, because it assumes their life would work if it were yours, and that assumption has never once survived contact with the details.","Here is the exit, and it is the strongest one available. You cannot have their life. Not the good part on its own. It comes attached to their parents, their marriage, their health, their debts and their particular three in the morning, and the trade is all or nothing. Nobody has ever accepted the whole package on inspection. Whatever you are envying, you want a component and not the machine, and components can be bought separately."
91,7,Friendship and Love,Two,"A friend loveth at all times, and a brother is born for adversity.",Proverbs 17:17,"Two different offices. The friend is constant, in good weather and bad, without needing a crisis to justify the contact. The second half is about who appears when things collapse, and it is a smaller list than the first.","Write down the three people you would ring at two in the morning. Then ask when you last contacted any of them for no reason. The at all times part is what earns you the adversity part, and it is paid in advance, in dull ordinary weeks when nothing is wrong."
92,7,Friendship and Love,Two,Friendship is a single soul dwelling in two bodies.,Aristotle,"Aristotle is describing the rarest kind, the friend you do not have to explain yourself to. Not agreement on everything. Something simpler: the absence of translation. You say the half sentence and it lands.","Count how many people you have this with. Two is a good number. Four is a rich life. If the answer is none, that is not a verdict on you, it is a construction project, and it takes years instead of weeks, which is the only reason most adults do not start."
93,7,Friendship and Love,Two,"Prosperity makes friends, adversity tries them.",Publilius Syrus,"Good times attract company that costs nothing to keep. Bad times sort that company into two groups, quickly and without any announcement, and the sorting is rarely a surprise afterwards.","When your own bad stretch comes, watch who appears and keep the list. Do not use it for revenge. Use it for allocation: your limited energy should go to the people who turned up, and it is remarkable how many of us spend it instead on the ones who did not, out of habit or old loyalty to a version of them that no longer exists."
94,7,Friendship and Love,Two,"We cannot tell the precise moment when friendship is formed. As in filling a vessel drop by drop, there is at last a drop which makes it run over.",James Boswell,"There is no threshold event. No conversation converts an acquaintance into a friend. It is accumulation, and it happens below the level where you notice it happening, which is why you can rarely say when it started.","Stop waiting for the significant occasion. The drops are the point: the lift to the station, the reply to a nothing message, the second time you sit next to each other. Volume matters more than depth here, at least at first. Say yes to the low-stakes invitation, which is where nearly all of it happens."
95,7,Friendship and Love,Two,"A true friend is the greatest of all blessings, and the one we take the least care of all to acquire.",François de La Rochefoucauld,"He is pointing at a plain inconsistency. We plan for the career, the mortgage and the pension, and we leave the thing that most determines whether the years are bearable to chance and proximity.","Treat it as a thing you do, not a thing that happens to you. Put it in the diary if that is what it takes. The first Tuesday of the month, that pub, whoever comes. It feels mechanical written down and it produces something that no amount of good intention ever has."
96,7,Friendship and Love,Two,The only way to have a friend is to be one.,Ralph Waldo Emerson,"A blunt statement about direction. The supply of people waiting to adopt you is zero. The supply of people who would respond warmly if approached first is large and untouched, because everyone is waiting on the same message from somebody else.","Go first. Send the message you have been half composing for a month. Suggest the specific date instead of the vague meet up soon, which is a phrase designed to be agreed with and never acted on. The awkwardness of going first lasts about eleven seconds and is the entire price."
97,7,Friendship and Love,Two,A hedge between keeps friendship green.,English proverb,"Closeness needs a boundary or it turns into friction. The hedge is not a wall. It marks where you end and they begin, and its whole function is to make the shared ground pleasant instead of contested.","Apply it to the practical things that quietly kill friendships: money lent, holidays shared, work done as a favour, a spare room offered indefinitely. Agree the terms out loud, early, while everyone is comfortable. It feels cold in the moment. It is the reason you are still speaking in five years."
98,7,Friendship and Love,Two,"Friendship is like money, easier made than kept.",Samuel Butler,"Butler is being unsentimental on purpose. The making is the easy half and it is where all the attention goes. The keeping is unglamorous, repetitive and invisible. It is where friendships are won or lost.","Audit the direction of effort. Take four friendships and ask who initiated the last three contacts. If it was always you, that is worth knowing without bitterness. If it was never you, that is worth knowing with some urgency. Neither answer requires a conversation. Both should change what you do next week."
99,7,Friendship and Love,Two,Love is not love which alters when it alteration finds.,William Shakespeare,"The test is not the good stretch. It is what happens when the other person changes: gets ill, gets difficult, loses the job, becomes less fun to be around for eighteen months. Love that only survives the pleasant version was attachment to the version, not the person.","Look at who has stayed while you were at your worst. Then look at whether you have done the same for anyone. Both lists are short for everybody, and the second one is the one you have any say over."
100,7,Friendship and Love,Two,Let there be spaces in your togetherness.,Kahlil Gibran,"Written about marriage, and it applies to any close bond. Two people who do everything together stop having anything to bring back to each other, and the closeness starves on the thing that was meant to feed it.","Keep something of your own. A friendship they are not part of, an evening that is yours, a thing you are learning badly. This is not distance and it is not a warning sign. It is what gives you something to say on Thursday that they have not already heard on Wednesday."
101,7,Friendship and Love,Two,"It is not a lack of love, but a lack of friendship that makes unhappy marriages.",Friedrich Nietzsche,"Nietzsche is separating two things that get confused. Love is a feeling and it fluctuates for reasons neither party controls. Friendship is a practice: liking the person, being interested in their day, wanting their company when nothing is at stake. The second is what carries the years.","Ask a plain question about your closest relationship. If you met them today, with nothing between you, would you want to be their friend? A yes means the foundation is there whatever the weather is doing. A no is worth sitting with, and it is not the same as not loving them."
102,7,Friendship and Love,Two,"Better is a dinner of herbs where love is, than a stalled ox and hatred therewith.",Proverbs 15:17,"Vegetables in a warm house beat a feast in a cold one. The proposition is that the company sets the value of the occasion, and the catering is a rounding error, which everybody agrees with and almost nobody organises their life around.","Lower the bar for having people over. The tidying, the cooking and the arrangements are the reason it has not happened since March. Feed them badly on a weeknight. Nobody has ever gone home disappointed by the food at a house where they felt welcome."
103,7,Friendship and Love,Two,"The comfort of having a friend may be taken away, but not that of having had one.",Seneca,"Written to a man in grief. Seneca's argument is that the friendship is not retrospectively cancelled by its ending, and that mourning it as if the good years had been deleted is a second loss on top of the first.","Applies to death and also to the ordinary drift. The friendship that quietly stopped in 2019 still happened. You were not wrong to have had it and it did not fail. Some are for a stretch of your life and not all of it, and treating those as failures makes people reluctant to start any."
104,7,Friendship and Love,Two,There is no remedy for love but to love more.,Henry David Thoreau,"There is no technique here and Thoreau is not offering one. The only response to caring about people, with all the exposure that involves, is more of it, because the alternative on offer is to care about nobody and that cure is worse than the disease.","When you have been hurt by someone and the sensible conclusion seems to be to keep everyone further away, notice that the sensible conclusion has a cost that arrives later and lasts longer. Guarding works. That is the problem with it. Do the specific repair with the specific person. Do not lower the temperature on everybody."
105,7,Friendship and Love,Two,"There is a time to embrace, and a time to refrain from embracing.",Ecclesiastes 3:5,"Even here there is a limit. Not every relationship is to be kept, and the effort of holding one up long after the other person stopped is not loyalty. It is habit wearing loyalty's coat.","The exit for this chapter. You are allowed to let one go. The friend who only ever takes, the one you dread seeing, the one who has been unkind for years while you kept explaining it away: you can stop, and you do not owe anyone the confrontation. Reply more slowly. Do not organise the next thing. Most of these end the way they should, quietly, without either of you having to say the sentence out loud."
106,8,Listening Properly,Two,"Give every man thy ear, but few thy voice.",William Shakespeare,"Polonius is a windbag and the advice is still sound. Take in widely. Give out little. Most people run it the other way round, offering their opinion to everybody and their attention to almost nobody, then wonder why conversations feel thin.","In your next group conversation, set a ratio and hold to it. Four things heard for every one contributed. You will notice how much of what you were going to say turned out to be unnecessary, and how much you had been missing while assembling it."
107,8,Listening Properly,Two,"It is the province of knowledge to speak, and it is the privilege of wisdom to listen.",Oliver Wendell Holmes,Talking displays what you already have. Listening is the only mechanism by which you acquire anything new. Anyone who does all the talking in a room has spent an hour learning nothing.,"Notice who you are with when you talk most. It is the people you feel you have something to prove to, which is exactly backwards: you would impress them more, and understand them better, by asking two more questions than feels natural and then waiting."
108,8,Listening Properly,Two,"He that answereth a matter before he heareth it, it is folly and shame unto him.",Proverbs 18:13,"Answering early is not efficiency. It is guessing. You have responded to your prediction of what they were about to say, and the prediction was assembled out of your own assumptions rather than anything they told you.","Someone starts explaining a problem and you think you have it by the third sentence: hold the answer. Ask them to keep going. Half the time the situation contains a detail that would have made your quick answer wrong, and mildly humiliating, in front of people."
109,8,Listening Properly,Two,"The right word may be effective, but no word was ever as effective as a rightly timed pause.",Mark Twain,"Silence does work that speech cannot. Leave a gap when somebody finishes and they will almost always keep going, and the second thing they say is more honest than the first.","Count to three before responding. It feels like an age from inside and is invisible from outside. In a difficult conversation with a teenager, a colleague, or a friend who is holding something back, that one habit gets you more than any question you could have devised."
110,8,Listening Properly,Two,Silence is a true friend who never betrays.,Confucius,"Nothing you do not say can be quoted back at you, misconstrued in the retelling, or produced at the wrong moment eighteen months later. Silence is the one reliable option in any conversation, and it is the option people reach for last.","In anything charged, a family row, a meeting about redundancies, a dispute between friends where you are being invited to pick a side, default to saying less. You can always add something tomorrow. You can never remove something today."
111,8,Listening Properly,Two,The greatest gift you can give another is your undivided attention.,traditional,"Undivided is the word carrying the sentence. Partial attention is not a smaller portion of the same gift. It is a different thing, and everybody feels the difference at once, even when they could not tell you what they felt.",Put the phone in another room rather than face down on the table. Face down still says the call might matter more. This sounds trivial and it changes the quality of an evening more than anything you could think of to say during it.
112,8,Listening Properly,Two,You never really understand a person until you consider things from his point of view.,Harper Lee,"Understanding is not agreement and it is not approval. It is the reconstruction of how the world looks from where somebody else is standing, which almost always makes behaviour that seemed baffling look, from the inside, reasonable.","Take the person annoying you most this week and state their position so that they would endorse the wording. Not the caricature. The strongest version. You will find their behaviour makes sense given information or fears you had not accounted for, and now and then you will find you were the information they were frightened of."
113,8,Listening Properly,Two,He who does not know how to be silent does not know how to speak.,Ausonius,"The two are a single skill. Knowing when to stop is what gives the things you do say their weight, and somebody who talks without pause has no way of signalling that any particular sentence matters more than the others.","Watch what happens when the quiet one speaks in a meeting. The room turns. That is not their status; it is the scarcity. If you want your words to land, spend fewer of them and let the silences do some of the pointing."
114,8,Listening Properly,Two,A wise old owl sat on an oak; the more he saw the less he spoke; the less he spoke the more he heard.,English nursery rhyme,"A children's rhyme describing a real feedback loop. Speaking less produces more information, which produces better judgement, which reduces the need to speak. It compounds, over years, in the people you think of as shrewd.","For one week, in one setting, be the person who says least. A recurring meeting, Sunday lunch, the group chat. Notice what you learn about who wants what and who is deciding. It was always available and it was inaudible over your own voice."
115,8,Listening Properly,Two,Silence is one of the great arts of conversation.,Cicero,"Silence described as a technique with a purpose, rather than a failure to contribute. Used well it invites, it emphasises, and it leaves the other person room to arrive somewhere they would never have reached under a steady stream of your commentary.","If somebody is working through something out loud, resist filling the pauses with encouragement. ""Mm"" is enough. Every helpful interjection is a small interruption of a process that was going fine, and thinking aloud collapses the moment it starts being responded to."
116,8,Listening Properly,Two,"Be kind, for everyone you meet is fighting a hard battle.",attributed to Ian Maclaren,"What you can see is a fraction of what is going on. The curt reply, the missed deadline, the person who was short with you in the queue at the post office: all of it sitting on top of a situation you know nothing whatever about.","When somebody behaves worse than you expected, run the charitable explanation first, even if you do not believe it. Not because they have earned it, but because it changes your response, and your response is the only part of the exchange you control. You will be right enough of the time to justify it."
117,8,Listening Properly,Two,"From listening comes wisdom, and from speaking, repentance.",Italian proverb,Look at what you regret. It is almost never something you failed to say. The archive of things you wish you had kept to yourself is long and well catalogued; the archive of regretted silences is short.,"Use your own record. Before saying the risky thing, ask which list it is likely to join. You have decades of evidence about how this goes for you, and it is more reliable than whatever you are feeling at half past eleven at night."
118,8,Listening Properly,Two,The first duty of love is to listen.,Paul Tillich,"Not to provide, protect or fix, useful as those all are. To listen, because it is the only one that requires setting your own perspective aside, and the only one that cannot be performed while thinking about something else.","With the people closest to you, notice how much of the time you are half-listening because you already know what they are like. Familiarity is what erodes attention: you stop hearing them and start hearing your model of them, which was assembled years ago and has not been updated. Ask something you do not know the answer to."
119,8,Listening Properly,Two,"Let thy speech be better than silence, or be silent.",Dionysius the Elder,"A test with a high bar. Silence has a value of its own, so speech has to beat it rather than merely fill the space. Most conversational filler fails this and adds nothing but noise to a room that was fine before.","Before speaking in a meeting, ask whether this improves on saying nothing. Agreement that three people have already expressed does not. Restating the problem does not. It is a demanding standard, it will cut what you say roughly in half, and nothing will be lost."
120,8,Listening Properly,Two,A friend to all is a friend to none.,attributed to Aristotle,"Attention is finite. Spread it across everybody who wants some and each person receives a thin version, which is why the people who listen to everyone end up with nobody who knows them well.","Here is your permission to stop. You do not owe deep listening to every person who wants an audience. If you are the one everybody comes to, you are allowed to say you have not got it in you today. Keep the real attention for the handful who would do the same for you."
121,9,Saying the Hard Thing,Two,"Speak the truth, but leave immediately after.",Slovenian proverb,"Say the difficult thing and then get out of the way. Most of the damage in these conversations comes from what follows it: the elaboration, the justification, the second and third examples produced to prove you are being fair.","Prepare one clear sentence. Say it. Stop. Let them respond. Do not fill the silence with softening or evidence, because every reinforcement makes the thing feel more like an ambush that was planned in advance, which, to be fair, it was."
122,9,Saying the Hard Thing,Two,Faithful are the wounds of a friend; but the kisses of an enemy are deceitful.,Proverbs 27:6,Anyone who tells you something you do not want to hear is taking a risk on your behalf. Anyone who agrees with everything you say may simply have decided you are not worth the trouble.,"When somebody tells you a hard truth, notice that your first instinct is to reassess them rather than the information. Sit with it for a day before responding. Then remember it when your turn comes: being the one who says it is a cost, not an indulgence."
123,9,Saying the Hard Thing,Two,"Admonish your friends privately, but praise them openly.",Publilius Syrus,"The setting changes the content. The same words spoken in front of other people become a performance and a humiliation, and the person spends everything they have defending their standing instead of considering what you said.","Never give critical feedback with an audience, and that includes the audience of one sitting at the other end of the sofa. Then reverse it for praise. Say the good thing where other people can hear it, because the private version is worth about a tenth as much."
124,9,Saying the Hard Thing,Two,The truth is rarely pure and never simple.,Oscar Wilde,"Most difficult conversations are not a clean matter of one party being right. Your account is partial, shaped by what you witnessed and what you already believed, and there exists a version of events in which you are the difficulty.","Work out your own contribution before you raise anything. Say that part first, and mean it. Not as a technique for softening the blow, but because it is true, and because starting there produces a conversation rather than a verdict."
125,9,Saying the Hard Thing,Two,Silence gives consent.,proverb,"Saying nothing is not neutral. Over time it reads as agreement, both to the person doing the thing and to everybody else in the room, and it gets harder every month to object to something you have watched in silence for two years.","The first instance is the cheapest moment to speak. A light remark at the first dinner costs nothing; the identical remark at the fortieth is a confrontation about a decade of behaviour, and it will be received as one. If something has just started, say something while it is still small."
126,9,Saying the Hard Thing,Two,Better a friendly refusal than an unwilling promise.,German proverb,"A clear no is kinder than a resentful yes. The reluctant yes costs you the task and costs them a version of your help that is worse than none at all, delivered late and with the irritation showing.","Asked for something you do not want to do, say no in the moment rather than ""let me see"". The delay does not soften anything; it just extends their planning problem. ""I can't take that on"" is a complete answer and does not require a reason to follow it."
127,9,Saying the Hard Thing,Two,I am not bound to please thee with my answer.,William Shakespeare,You are not obliged to produce a response the other person will enjoy. Politeness governs how you say things. It does not oblige you to supply the answer somebody was hoping for.,"Feel yourself softening a no into a maybe, or an assessment into a compliment, and notice what you are managing: their feelings, or your own discomfort with their feelings. It is the second. You can be perfectly courteous and still say the thing they did not want."
128,9,Saying the Hard Thing,Two,Whoever is careless with the truth in small matters cannot be trusted with important matters.,Albert Einstein,"Credibility is assembled out of small accuracies. The habit of shading things, always in the direction that makes life easier, gets noticed long before anybody mentions it, and it devalues everything else you say.","Watch the tiny ones. The invented reason for being late. The enthusiasm for a plan you dislike. The ""no, it's fine"". Each is nothing on its own, and the aggregate is a reputation, and you will need people to believe you on the day something serious depends on it."
129,9,Saying the Hard Thing,Two,"Ask yourself: is it true, is it necessary, is it kind?",attributed to the Buddha,"Three filters, and most difficult things worth saying pass all three. The line gets used to justify silence, which misreads it. Necessary things are often unkind to hear and kind to say.","Run the test in the hard direction too. If something is true and necessary and you are avoiding it because it is uncomfortable, the test says speak. Failing on ""kind"" means find a kinder way to say it. It does not mean swallow it for another year."
130,9,Saying the Hard Thing,Two,Speaking the truth in love.,Ephesians 4:15,"Both halves carry weight. Truth without warmth is an attack; warmth without truth is flattery. The phrase describes the narrow thing that is actually useful, which is honesty delivered by somebody plainly on your side.","Make the goodwill explicit instead of assuming it is understood. ""I'm telling you because I'd rather you heard it from me than from somebody who doesn't care."" People can absorb a great deal of hard information when they are certain of the motive, and almost none when they are not."
131,9,Saying the Hard Thing,Two,A lie which is half a truth is ever the blackest of lies.,"Alfred, Lord Tennyson","Accurate statements arranged to leave a false impression are worse than plain lies, because they arrive with deniability attached. You get the benefit of the deception and the defence of never having said anything untrue.","After giving partial feedback or a partial explanation, ask what impression you left behind. If it is one you know to be wrong, and you are relying on the exact wording to protect you, you were not honest. Fix it while it is still a clarification rather than a discovery."
132,9,Saying the Hard Thing,Two,"Praise loudly, blame softly.",Russian proverb,"Volume should run opposite to severity. The heavier the criticism, the quieter and more private the delivery, because the content is already doing the work and added force only raises the defences.","Say the serious thing more gently than the material warrants. Understatement is more devastating and better received than emphasis. If you have to raise your voice to make the point land, the point is not what is landing."
133,9,Saying the Hard Thing,Two,A refusal given quickly is a favour.,Publilius Syrus,"People can plan around a no. What they cannot plan around is an ambiguous maybe they have to keep chasing, which occupies their attention for a fortnight and then delivers exactly the same answer.","Answer the invitation, the request, the proposal within a day, and above all when the answer is no. The person waiting on you is holding a decision open on your account. Releasing them quickly is more generous than the drawn-out kindness you thought you were offering."
134,9,Saying the Hard Thing,Two,Say what you mean and mean what you say.,traditional,"Two separate demands. The first is about clarity: no hints, no hoping they will infer it. The second is about consistency: what you said still stands after the conversation ends, including on the days when standing by it is inconvenient.","Notice when you are hinting. ""It'd be nice if the kitchen got sorted at some point"" is not a request. It is a complaint wearing the costume of one, and the kitchen will still be like that on Friday. Ask for what you want, with a day attached to it."
135,9,Saying the Hard Thing,Two,All truths are not to be told.,English proverb,"Not everything true is yours to say or worth the damage it does. Some observations serve nobody but the person making them, and ""I felt they ought to know"" is sometimes a cover for wanting to be the one who told them.","Everything in this chapter stops here. Before raising it, ask what changes if you do. If the answer is nothing, because the thing is unalterable, long past, or purely a matter of your taste, you are allowed to leave it. Restraint is not cowardice, and you are the only one who can tell which you are exercising."
136,10,When Someone Wrongs You,Two,"To err is human; to forgive, divine.",Alexander Pope,"Getting things wrong is the ordinary condition, yours included. Forgiveness is named as the harder and rarer act precisely because it does not come easily, and nobody should pretend that failing at it makes you defective.","Start with the first half rather than the second. Before deciding what somebody's behaviour reveals about their character, ask whether you have ever done something of roughly that shape. Often you have, in a smaller way, and it changes the size of the thing without excusing it."
137,10,When Someone Wrongs You,Two,"In taking revenge, a man is but even with his enemy; but in passing it over, he is superior.",Francis Bacon,"Revenge at its very best restores parity. You have spent effort, time and a portion of your character to arrive back where you started, and the scoreboard reads nil-nil. Letting it go costs nothing further and leaves you ahead.","Drafting the devastating reply, or planning the manoeuvre that will embarrass them, work out what you are actually left holding if it succeeds. Brief satisfaction. A permanent enemy. A story you cannot tell well at dinner. Then price the alternative, which is your Tuesday evening back."
138,10,When Someone Wrongs You,Two,Never ascribe to malice that which is adequately explained by stupidity.,Hanlon's razor,"Most harm is not aimed. People are thoughtless, overloaded, badly informed and preoccupied with themselves, and the slight you were certain was aimed was somebody not thinking about you at all.","Build the boring explanation before you decide you were targeted. They forgot. They did not know. They were dealing with something at home. If the boring version fits the facts, act on that one, because a relationship recovers from thoughtlessness and rarely from an accusation of malice."
139,10,When Someone Wrongs You,Two,The best revenge is to be unlike him who performed the injury.,Marcus Aurelius,"The most durable damage anybody can do to you is to turn you into a version of themselves: suspicious, cold, ready to strike first. Staying yourself is the one outcome they cannot take.","After being treated badly, watch the new habits arriving. Are you now the person who checks up, keeps a record of slights, assumes the worst as a matter of policy? Some of that is sensible caution. Watch for where it stops being about them and becomes how you treat everybody."
140,10,When Someone Wrongs You,Two,Revenge is a dish best served cold.,proverb,"Usually quoted as a threat. Read it as a delay instruction instead, because the waiting period that is meant to make revenge more effective dissolves the appetite for it.","Do nothing for a month, deliberately, telling yourself you are only postponing. Then revisit. The urgent need to act will have gone, and what remains is a much clearer view of whether anything needs doing at all."
141,10,When Someone Wrongs You,Two,He who cannot forgive others breaks the bridge over which he himself must pass.,George Herbert,"You will need this eventually. Everybody does something that requires another person's tolerance, and the standard you enforce on others is the one waiting for you when your turn comes to be in the wrong.","Deciding whether something is unforgivable, imagine having done it yourself, in circumstances where it made sense at the time. Not everything survives that test. Plenty does, and the ones that survive it are the ones to put down first."
142,10,When Someone Wrongs You,Two,"Before you embark on a journey of revenge, dig two graves.",attributed to Confucius,"The pursuit consumes the pursuer. A sustained campaign against a person becomes a full-time occupation that eats years, relationships and peace, and the destination is always worth less than a single day of getting there cost.","Count the hours. If you are in a long dispute, a legal fight, a family feud, a running argument with a utility company, add up what it has taken so far. Sometimes the fight is still right. Make that decision knowing the price, rather than discovering it in year three."
143,10,When Someone Wrongs You,Two,"Forgive us our trespasses, as we forgive them that trespass against us.",Matthew 6:12,"The clause is conditional and deliberately uncomfortable. It asks to be judged by your own standard, on the reasonable grounds that somebody who requires mercy and will not extend it has not understood what they are asking for.","Think of the last time you needed somebody to overlook something you did. Remember what being forgiven was like, and what it would have been like not to be. That memory argues more effectively than any assessment of the current case."
144,10,When Someone Wrongs You,Two,An eye for an eye only ends up making the whole world blind.,attributed to Mahatma Gandhi,"Proportionate retaliation sounds fair and never stops. Each side's response is justified by the last one, the exchange has no natural end, and everybody involved finishes worse off than if the first injury had been absorbed and left there.","Look at any long feud near you: family, neighbours, ex-partners with children between them. Notice that nobody can say who started it and everybody is certain they are responding. Somebody has to absorb one round without returning it. That is not weakness. It is the only exit anyone has found."
145,10,When Someone Wrongs You,Two,A wise man gets more use from his enemies than a fool from his friends.,Baltasar Gracián,"Enemies pay you a strange compliment. They study you hard and tell the truth about your weaknesses, which friends will not do. The criticism comes wrapped in malice and it can still be accurate.","After an unfair attack, wait a week, then go through it for the two per cent that lands. Discard the rest. You have been given free, unflinching information about a flaw that everybody who likes you has been too polite to mention for years."
146,10,When Someone Wrongs You,Two,Time heals what reason cannot.,Seneca,"You cannot argue yourself out of a wound on schedule. Understanding why it happened, deciding it does not matter, resolving to move on: none of these work directly. What works is duration, and there is no substitute available at any price.","Stop treating your continuing distress as a failure of effort. Still stinging after six months is normal, and it is not evidence that you handled it badly. Do the ordinary things, keep the person at whatever distance you need, and let the calendar do the part your reasoning cannot."
147,10,When Someone Wrongs You,Two,"Injuries may be forgiven, but not forgotten.",Aesop,"Forgiveness and amnesia are different things, and confusing the two is what keeps people stuck. You can release the grievance and retain the entirely sensible knowledge of what this person turned out to be capable of.","If somebody insists you have forgiven them but keeps raising it because your behaviour has changed, you can say honestly: I am not angry, and I am not going to pretend it did not happen. Remembering is not punishment. It is an accurate record, and you are allowed one."
148,10,When Someone Wrongs You,Two,Living well is the best revenge.,George Herbert,The most effective response is not aimed at them at all. It is the reallocation of everything you would have spent on the grievance into a life that is plainly fine without them anywhere near it.,"Take the energy currently going into the imagined confrontation and put it somewhere that shows: fitness, work, people you like. This is not performed for their benefit, which is why it works. The version done for their benefit is still a relationship with them."
149,10,When Someone Wrongs You,Two,"Forgiveness does not change the past, but it does enlarge the future.",Paul Boese,"Nothing available to you affects what happened. The only variable left is how much of what remains the past gets to occupy, and holding the grievance is the mechanism by which it keeps claiming more.","Ask what the next five years look like with this still in them, and what they look like without. If the second is better, that is your reason, and it has nothing to do with what the other person deserves or whether they ever apologise."
