n,chapter,chapter_title,part,quote,attribution,what_it_means,how_to_use_it
37,4,"Doors, and Where You Sleep",Two,Sleep where you have to be lifted to.,"Lila Semenova, climber, day 24","They do not climb. They manage stairs, badly, because stairs are a floor at an angle and their legs still work. A ladder is not a floor at an angle. Anything that needs a hand on a rung and a decision about where the next foot goes is outside what they can do. It always has been. It is the most reliable single fact about them after the cold. So: a hayloft with the ladder pulled up. A flat roof reached by a scaffold plank you draw in. A first floor with the stairs taken out and a rope ladder in the hole. Any of those turns eight hours of unconsciousness from the most dangerous part of your day into the safest.","People. A rope ladder is a wonderful defence against a thing that cannot think, and a signpost to a thing that can. Semenova was robbed twice in a loft she could not get out of, by men who stood at the bottom and waited. It took them no effort at all. There is also the ordinary failure. She broke a wrist coming down in the dark at speed in the second November, in a hurry, for a reason that turned out to be a fox. Every night for a year she had climbed up and been safe. It took one descent to cost her four months of work."
38,4,"Doors, and Where You Sleep",Two,Two ways out of any room you sleep in.,"Rosa Kaminski, schoolteacher, day 70","She ran fire drills for twenty-two years and she brought the finding with her. What people do in the first eleven seconds of being woken by an emergency is go back the way they came in, all of them, together. If that way is blocked they stop and stand in it. A second exit does not merely double your chances. It halves the crowd at the first one, which is the thing that kills. Kaminski made every group she was ever part of walk both exits, in the dark, twice, on the night they arrived, and no group of hers has ever lost anybody in a building.","Two ways out is two ways in, and the whole of chapter four is an argument about that trade. Her old school had fourteen exits and was the most indefensible building in the district, and she is clear that she would not sleep in it. There is a second failure that is subtler. A group that has drilled its exits will use them. Using an exit means going outside at night with no information. Twice in these notebooks a group has gone out of the back door into something worse, because a bin fell over at the front. The drill is right. Add one word to it: everybody goes to the second exit, and nobody goes through it until somebody has looked."
39,4,"Doors, and Where You Sleep",Two,The smallest room you can stand.,"Solomon Quaye, barber, day 200",This is the entry that has saved the most lives in this chapter and it will not feel like it in November. A body puts out about the heat of a bulb. Three bodies and one candle will hold a box room above freezing all night with the door shut. Nothing you own will do that for a Victorian front room with a nine foot ceiling and a chimney in it. In the first February people froze in beautiful houses with fuel still in the yard. They were heating a volume instead of a space. Quaye moved five people into a back scullery eight feet by seven and hung blankets over the door and the window. They came through the worst month any of us have seen without a single case of anything.,"Five people in a room eight feet by seven, in the dark, for four months, is a thing that happens to your mind. Two of his five stopped speaking to each other in that scullery over something neither of them can now reconstruct, and one of them left in the spring and did not come back. Small rooms preserve the body and grind the group, and the grinding does not show up until March, and by March it is done. Take the room. Then build the day around getting people out of it in ones and twos for an hour, in daylight, doing something with their hands, whatever the weather is doing. Treat that hour as fuel and not as leisure."
40,4,"Doors, and Where You Sleep",Two,Bells.,"Isaac Bramall, beekeeper, day 40","You cannot watch. That is the fact underneath every perimeter anybody has ever built. A group of six cannot keep a pair of eyes awake and useful on three approaches for six months. The ones that tried burned out in a fortnight and then slept through everything. So the ground watches instead. Bramall ran fine wire at shin height through the hedges at thirty yards out, with tins and two brass bells off a harness. He could sleep. He had not slept properly since March. The distance matters more than the noise: thirty yards is far enough that the sound reaches you before the thing does and near enough that you know it is your problem.","Alarm fatigue, and it is merciless. Foxes, cats, wind, a badger every night for a week. By the fortieth false alarm nobody is getting up, and the wire is now a thing that ruins everybody's sleep without protecting anything. Bramall's group had stopped rising to it well before the night that mattered. The fix he arrived at in the second year is the one worth copying: two lines, at different distances, with different sounds. The far one is information and you note it and stay in bed. The near one has never once been an animal, and when it goes everybody moves."
41,4,"Doors, and Where You Sleep",Two,Leave the bodies in the street.,"Fen Doherty, poacher, day 88","It is the most unpleasant rule in this book and it is sound. A street with bodies in it reads, at a hundred yards, as a street that has already been done. The thing you most want in the second year is to be uninteresting to people. It does more than that. The smell covers yours, which matters, because smell is how they sort each other out. Doherty lived a whole winter on a terrace that four separate groups walked past, and one of them stopped at the end of it, and looked, and went the other way.","Rats came, and then everything rats bring, and by the second August the flies were a serious medical problem and two of his household had something they could not shake. There is also what it does to people to live in it, which he does not write about and which the people who were there do. And once, on his own doorstep in the second March, one of them was not a body. It had been lying in the same position for eleven days in the cold, doing nothing, because in the cold that is what they do, and it stood up when the thaw came. Cold ones are not dead ones. If you are going to use this rule, you put a spike through every head on your street. You do it in the frost, when it is safe to. And you write down how many there are."
42,4,"Doors, and Where You Sleep",Two,"The smoke, not the flame.","Duncan Ferrier, gamekeeper, day 60","Everybody worries about the fire being seen and hardly anybody does the arithmetic on the smoke. At night a flame in a window is visible for two or three miles and you can cover a window. By day a column of smoke off a wet fire is visible for eight or nine, and you can cover nothing. In the first winter you could stand on the ridge above here at ten in the morning. And count the households. Ferrier's method is the one the estates used for a century. Burn dry hardwood. Burn it hot and small. Burn in the middle of the day, when the sky is already grey and the air is turbulent. Put it under a long cold flue that breaks the column up.","It gives you one hot meal a day, at a time chosen by the weather. It is very hard to run a household of children on a fire that is only lit under cloud. The second failure is the one that got him. His flue trick works because moving air pulls the plume apart. On the still bright morning of the fourth of December there was no moving air at all. The smoke went up out of that chimney in a rope you could see from Otley. He had used the same fire for a hundred days. Weather is not a background condition. It is a member of the household, and it gets a vote every morning."
43,4,"Doors, and Where You Sleep",Two,The best wall is a bad approach.,"Maggie Lunt, hill farmer, day 120","You cannot build a wall. Be honest about the labour. A family, in a fortnight, with hand tools, cannot build anything that will hold against a serious push. Every hour spent on it is an hour not spent on the store and the crop. What you can do is choose ground where the approach does the work for free. A single track with a drop on one side. A spur with water on two. A slope steep enough that anything coming up it is slow and in the open and visible for four minutes. Lunt's place has one way in, uphill, in view of the house for three hundred yards, and she has never had to defend it because nothing has ever got near it unseen.","A bad approach is bad in both directions. Everything she owns has come up that track on her back or on a pony. In the second winter the snow filled the cut, and nothing came up or down it for five weeks. There was a woman in that house who needed a doctor. And good ground is legible to anybody who reads ground. Twice in these notebooks a settlement has been found by people with rifles, because the terrain around it was the terrain anybody would choose. That is a strange and specific way to be caught. It has happened more than once."
44,4,"Doors, and Where You Sleep",Two,It is a house. Leave it.,"Bea Winslow, retired postmistress, day 31","She spent thirty days making a house in Norfolk safe, and it was good work. On the thirty-first she put four things in a bag, walked out of it and never went back. The water had gone bad and she could count. That is the whole content of the rule and it is the hardest sentence in this chapter to actually perform. A shelter you have worked on becomes a thing you are unwilling to lose, and the unwillingness arrives quietly and dressed as sense. By the time it is obvious, you are a person arguing that the water is probably fine. Everything you built was to keep you alive. When it stops doing that, it is timber.","Leaving is a real cost and not a free move. There is a kind of person who reads this rule and becomes unable to commit to anything, and drifts for three years accumulating nothing, and is thin. Winslow left one house in four years and settled the second time. The rule is not walk away easily. It is that the walking away must remain possible. The bag stays packed. The two exits stay clear. And the decision gets made on the evidence rather than on the labour already spent. She keeps the key to the Norfolk house on a string. She has never suggested going back for it."
45,5,Noise,Two,Low and long carries. Sharp and short does not.,"Femi Adeyemi, live sound engineer, day 35","He had spent eleven years putting sound into rooms and knew, without having to reason about it, which parts of a noise survive a journey. Air absorbs the top end. Foliage absorbs the top end. A brick wall stops the top end and lets the bottom walk round the corner. So the practical ranking is not by how loud a thing is in your hand. It is a generator, a diesel engine, a pump, a big steady voice, a hammer on wood, an axe. And then a very long way down, everything sharp and small that people are afraid of. Adeyemi ranked the household's noises on a sheet of paper in the second month, and the sheet is still pinned up in three settlements I know of.","Distance is one axis and novelty is the other, and he built his method on the first and forgot the second. What turns a head near you is not the loudest thing, it is the thing that was not there a second ago. A steady hum becomes background inside a minute, to them as much as to you, and a single tap in a silent street at four in the morning is the most attention-getting sound a human being can make. He was killed by neither, as it happens. He was killed on the ridge above Bramley by a piece of corrugated sheet that he stood on, which is short, sharp, and was the only sound in a quarter of a mile."
46,5,Noise,Two,"Shoes at the door, felt on everything, cloth in the cutlery drawer.","Bea Winslow, retired postmistress, day 90","A house makes a sound whether anybody is being careful or not, and it is made of about thirty things: two hinges, a latch, four floorboards, a stair tread, a bucket handle, a kettle lid, the drawer. Winslow's method was to find all thirty in one afternoon and fix them, because a fault you have fixed costs nothing thereafter and a fault you are being careful about costs attention every hour of every day for four years. Grease on the hinges, felt under the bucket, a strip of blanket over the drawer runners, and a nail through the loose tread. After that the household can move normally, which is the entire point and the part people miss.","A silent house is a house you cannot hear anybody moving in, including somebody who is not supposed to be there. Winslow's second household had a man walk the length of the ground floor and out again with most of a week's food. Four people were awake upstairs. She now leaves one board loose on purpose, at the bottom of the stairs, and everybody knows which. The other cost is speed. People who have been trained out of noise move slowly at exactly the moments when they should be moving fast. There is at least one death in these notebooks that comes down to a woman closing a door quietly instead of running through it."
47,5,Noise,Two,Loud work in the rain.,"Erin Mackay, fisherwoman, day 50","Rain on leaves and roofs is broadband noise across the whole range, which is the only thing that masks properly, and hard rain will take twenty feet of chopping and reduce it to something you cannot pick out at a hundred. Wind in trees does the same job less reliably. A river does it all the time in one place, which is why the mills were always the noisiest buildings in England. Mackay ran a rule that any job involving an axe, a hammer, a saw or a scream waited for weather, and she got her boat repaired, her shed built and two winters of firewood done in the rain.","Masking works both ways and there is no version where it does not. You cannot hear them either, and you cannot hear a person, and hard rain takes your eyes down to about sixty yards as well. She lost a man off the staithe at Paull in the second October to something that walked up behind him in weather that was doing exactly what she had planned for it to do. Rain is also when everything is slippery and cold and your hands are bad. Do the loud work in the rain. Put somebody on the corner who is doing nothing but looking, and rotate them, because looking at nothing in the rain for an hour is harder than the work."
48,5,Noise,Two,Two taps come here. Three taps run. There is nothing else.,"Rosa Kaminski, schoolteacher, day 100","Whatever signalling system you design, the version that gets used is the version people can perform while frightened, and that is a very short list. Two signals is a list people can perform. Kaminski had watched twenty-two years of children under drill conditions and she knew that the vocabulary shrinks to nothing under stress, so she built for the worst state rather than the calm one. Tapping also has the right acoustics, which she did not know and got right by accident: a knuckle on wood is mid-range and directional and it does not carry past the building.","A vocabulary of two cannot say the thing that most needs saying. There is no signal in that system for I am hurt and I am not in danger. On the eleventh of March in the second year a boy called Aaron Petch tapped three, which means run, because it was the only thing he had. The household ran. He had a broken leg under a fallen gate two hundred yards away, and they were a mile off before anybody worked it out. He was alive when they came back the next morning and he was not there. Add a third signal. Add only one, and make it mean come slowly and bring the bag."
49,5,Noise,Two,Never shout a name.,"Priya Raghunathan, A&E nurse, day 120","A human voice calling a name is the most effective recruiting sound there is and it beats a gunshot, which surprises people. A shot is one event, over in a fifth of a second, and half a mile away it is a thing that might have been a door. A name is a voice, pitched where voices are pitched, repeated, getting louder each time because you are getting more frightened, going on for a minute or more. It says a person is here, it says where, and it says that person is distressed and stationary. Raghunathan had watched it happen twice in a hospital car park and never shouted again.","A rule against calling out is a rule against calling for help, and it does not distinguish. Her own group carried it too far and got quiet about everything. A woman named Ruth Colley went into a flooded cellar on Barkerend Road after a dropped box and was in there for two days. There were four people in the house above her. They had all heard something, and had all decided on their own not to shout. Nobody in these notebooks ever mentions this. It is the failure of the good pupils. Take the rule as written for open ground, and hang the opposite of it on the inside of the door: in this building we call out, and we call out early, and we do not wait to be sure."
50,5,Noise,Two,The generator runs one hour a week.,"Jonah Kite, radio operator, day 130","A small petrol set is around sixty-five decibels of low-frequency noise at a couple of yards, which is not much, and it is unbroken, and unbroken is what does the damage. Everything within a mile that can hear it has all afternoon to walk towards it, and unlike a bang, it does not stop and let them lose interest. Kite worked out in the first autumn that his set was not attracting things from a distance, it was accumulating them over days, and the crowd at the bottom of the lane was the sum of a fortnight of Wednesdays. One hour a week, in daylight, in wind, with the set in a pit under a straw bale.","Rationing the power rationed the listening, and the listening was the entire point of the machine. He was off the air for the six days that mattered most in the second year and heard the news about the Bradford road eleven days after everybody else. The bigger failure was the schedule. One hour a week is one hour a week at the same time, because that is what a schedule is. By the third summer there was a man who knew when Kite's set ran, and he had told other people. They came on a Wednesday. A ration is right. Roll the day and the hour every week, and take the small cost of being unpredictable to your friends as well."
51,5,Noise,Two,"If you want a street quiet, make a noise in the next one.","Idris Pyle, day 100","They follow sound and they keep following it while it lasts, and they do not check whether the sound is a person. A wind-up alarm clock in the footwell of a car with the window down will run for twenty minutes and hold a drift's attention for an afternoon. Once the front of a crowd is moving, the back of it follows the front. No clock is needed after that. It is the cheapest tactic in this book. Pyle used it to empty the whole of a shopping parade at Hunslet, twice, and walked in behind them with a wheelbarrow, and there is no arguing with the results.","You have not removed a crowd. You have aimed it. Whatever comes to the clock is now two streets from where it was, in a place you chose and did not look at first. On the second occasion the parade Pyle emptied was three hundred yards from the almshouses on Church Street. There were eleven people in there who had been getting away with it since the first spring. Six of them. He is the only person in this book who has written down a thing of that kind about himself, which is a point in his favour and is not very many points. Look at where the noise is going. It is going to somebody."
52,5,Noise,Two,Muffle the dog. Do not get rid of the dog.,"Duncan Ferrier, gamekeeper, day 140","A dog is the best perimeter anybody has and nothing built out of wire and tins comes close. It smells them at two hundred yards, upwind and in the dark, and it knows the difference between a fox and a man, which no bell has ever managed. The problem is only the barking, and barking is trainable, and Ferrier had trained working dogs for twenty years. What he taught was a silent alert: the dog comes to you, presses its head against your leg, and holds. Two of the settlements up the valley run his dogs' grandchildren and neither has been surprised in two years.","That training takes a calm handler, a hundred repetitions and about four months, and almost nobody in the first year had any of the three. What most people had was an ordinary frightened family dog, which barks, and a rule from a gamekeeper saying keep the dog. There are at least four households in these notebooks that were found because of a dog they had been told not to get rid of. A dog costs about the food of a small adult, every day, all year. Keep the dog if you can train it or it is already trained. Otherwise you are keeping an alarm that goes off at the wrong things and eats."
53,5,Noise,Two,Nothing is answered after dark.,"Fen Doherty, poacher, day 160","At night the air above the ground is warmer than the ground, and that bends sound downward and keeps it travelling, so a voice at two in the morning reaches two or three times as far as the same voice at noon. That is the physics, and the human consequence is that anybody calling in the dark has chosen the ground, knows you cannot see, and has the whole night to work with. Doherty's household answered nothing between dusk and light for three years, on any pretext, and were never once robbed, and he is a man who had a great deal worth taking.","Real people call at night, because night is when things go wrong. A boy walked up the Elland Road side of the estate in the second February calling for anybody, for about forty minutes, in a hard frost. Eleven households heard him and every single one of them had this rule. He was found in the morning between two cars. There is no version of this where everybody follows the rule and that boy lives. The revision people have arrived at up here has three parts. You do not answer with your voice. You do not open your door. You put a light in a window that means come to the light at dawn, and somebody watches the light all night. It is not much. It would have been enough for him."
54,5,Noise,Two,Silence is a season. It is not a rule.,"Femi Adeyemi, live sound engineer, day 300","This is the correction to his own first entry and to most of this chapter. A household needs to chop, build, hammer, dig, argue and sing. If all of that is forbidden then none of it happens. A group that does none of it for a year has no fuel, no repairs and no way of being a group. So you budget noise instead of banning it, and you spend the budget when it is cheapest, and in this country that means the frost. Below freezing they are standing still. Wind and rain mask. Winter is when you take the roof off and put a new one on, and there is a rhythm to the year up here now that comes directly out of this sentence.","A budget with permission in it gets spent, and then gets spent again, and the drift is invisible from inside. Adeyemi's own settlement went from an axe in a January frost to a forge running in October in about eighteen months, one reasonable decision at a time, with nobody at any point doing anything indefensible. That is how it always goes. Somebody has to hold the number, out loud, and be unpopular. Adeyemi's note is that the person holding it should not be the person who decides what the work is. Those two jobs in one head is how the number moves."
55,5,Noise,Two,Make some noise.,"Solomon Quaye, barber, day 1,100","Quaye cut hair on Peckham High Street for nineteen years and his position is that a settlement of people who have whispered for four years is not a settlement, it is forty individuals standing near each other. Sound is most of how people are together. Singing, arguing across a yard, a child shouting, the noise of a room where something is being made. He started a Sunday in the frost where the rule is suspended for three hours between the wall and the barn: instruments, talking at a normal volume, and a haircut. Attendance is total. Two of the four settlements up this valley have copied it and both of them report the same thing, which is that people stopped leaving.","It was quiet for a reason and the reason has not gone anywhere. A settlement at Guiseley took up a version of this in the second year, without the frost condition and without the walls. They were found in the autumn by people, not by them. There are nine of them left out of thirty-one. Quaye's rule has three conditions on it and they are all load-bearing: hard ground, hard frost, and a wall you have walked yourself that week. He has never once suspended it for a wedding in June, and he has been asked, and the asking is the hardest part of the job."
56,6,"Water, Food, and Teeth",Two,"Boil it. If you did not watch it boil, boil it.","Gwen Prydderch, water engineer, day 70","A minute at a rolling boil finishes everything biological that this country has to offer, and biological is what kills you. All the dysentery in these notebooks. The thing that went through the Kirkstall camp in the second July and took nineteen people in nine days. Prydderch's second sentence is the one that matters. Water that somebody says is boiled is not boiled. The failures are all social rather than technical. The person who let it off at a simmer was tired and it was late and it looked like it was going. She ran one pot, one fire, one named person a day, and that household has not had a case in three years.","Boiling is expensive and it fixes only one of the two problems. It costs wood, which costs cutting, which is noise and exposure, and a household of six needs eighteen litres a day and that is a real fire every day forever. It does nothing to what came out of the works at Knostrop, or off the fields, or out of a tank with a dead pigeon and four years of lead in it. And boiled water in a warm store is fine for two days and is not sterile after that. It goes back to being ordinary water the moment it is standing in a bucket in a kitchen. Boil it, cover it, and use it inside two days."
57,6,"Water, Food, and Teeth",Two,The latrine goes downhill of the water and further away than you want it.,"Ivy Okonjo, midwife, day 45","Thirty yards and downhill of anything you drink, and that number is not a superstition, it is roughly how far it takes ordinary ground to do the filtering. Everything Prydderch's entry is about gets into the water at this one point. The camps that failed in the first two years failed here more than anywhere else. They failed within about six weeks of setting up, every time, in the same way. Okonjo had delivered babies in places with no plumbing. She knew that the whole of public health, when you take the pipes away, is one hole in the right place and a rule about hands.","A latrine thirty yards away is not used at three in the morning in February by a woman with dysentery. That is not a failure of character. It is arithmetic about a person who is ill in the dark and cold. What happens instead is behind the shed, ten feet from the door, which is worse than having no rule at all because nobody is admitting to it. Okonjo's own correction took her a year to write down. The rule has two halves and everybody publishes the first. The hole goes thirty yards downhill, and a covered bucket goes by the door. The bucket is emptied into the hole by whoever is up first, and nobody is ever asked about it."
58,6,"Water, Food, and Teeth",Two,Perishables first. The tins are for February.,"Rob Hatherleigh, logistics corporal, day 20","It is the order every quartermaster has used and it is right for the reason that is easy to miss. You are not choosing what to eat. You are choosing what to throw away. Anything with a short life is either eaten now or lost entirely, and a tin loses nothing by waiting a year. So the fresh goes first, then the dry, then the tinned, and the shape of the store you end up with in January is the shape you would have designed. Hatherleigh's depot came out of the first winter with four months in hand when three groups within five miles were eating candles.","It assumes there is a February and that you are in it. Two households in these papers ate to a plan for a spring they did not reach, and left stores behind them that other people are eating now. That is not the worst outcome in the book. It is not what they were planning. The subtler failure is what it does to the autumn. Heavy work happens in September and October. The plan has you eating the thin end of the perishables then, and the good tinned fat in February when you are sitting still. That is backwards for the body doing the work. Feed the season you are in. Move about a fortnight of the good food forwards into the digging."
59,6,"Water, Food, and Teeth",Two,"Salt, fat, and something green.","Ade Lawal, chef, day 60","These are the three things a scavenged diet lacks and each one kills differently. Without fat you can eat rabbit until your jaw aches and starve doing it, which happened to at least two people in these notebooks and which reads like nonsense until you understand it. Without salt you cannot work in July and cannot keep anything through October. Without something green you have about three months before your gums go and your old wounds open. There were people in the second March who thought they had been bitten and had scurvy. Lawal knew every one of these from the trade and he wrote the rule so that a person who could not cook could still eat correctly.","Something green in February costs more than it returns. Going out for four hours in the cold for a handful of nettles that are not there yet is a bad trade in calories and a worse one in exposure. The answer is not the winter forage. It is the autumn one, dried and hung. His own household's failure was different and it is a professional's failure. He had them cooking, beautifully, every day, and not preserving. They came out of the second autumn with the best food anybody had eaten in a year, and eleven weeks of store where they should have had twenty."
60,6,"Water, Food, and Teeth",Two,Plant more than you can eat and less than you can weed.,"Maggie Lunt, hill farmer, day 200","Everybody who has never grown anything believes the constraint is seed and it is not, it is labour in June. A plot that is twice what you can keep on top of does not give you twice the food. It gives you a field of weeds with some potatoes in it, and it takes the same ground and the same water. Lunt's rule sets the size by the bottleneck rather than by the ambition. The households up this valley that took it seriously are the ones with a store. The ones that dug up half a hillside in the first optimistic April fed the rabbits.","A crop is a fixed asset and a beacon. It is visible from a distance, it cannot be moved, it announces the number of people it is meant to feed, and it ripens on a date that anybody watching can also read. Two settlements in these notebooks were robbed at exactly the right week by people who had done nothing all year but wait. Then there is the ordinary agricultural disaster. She went into the second year on potatoes, because potatoes are the calories, and the blight came through in August. She has planted four things every year since and expects to lose one of them."
61,6,"Water, Food, and Teeth",Two,Learn one animal properly.,"Isaac Bramall, beekeeper, day 40","A person who half knows chickens, rabbits, goats and bees has four things that will die on him and no idea which. A person who knows one, in detail, through a full year, has a thing that produces food without being hunted for. It turns grass or scraps or flowers into calories while he is asleep. Bramall had kept bees for thirty years and got honey, wax for light, and a swarm to trade, out of hives he did not have to feed at all. The knowledge is the asset. Everybody can acquire the animal.","One animal is one bad winter away from nothing, and his was the second one. He lost every colony he had between December and February, to cold and to a mite he had no treatment for. A man who has spent two years being the person with the bees turns out to have no second thing. And no time to learn one at fifty-eight. He is alive because his neighbours fed him through a spring. Know one animal properly. Then spend one afternoon a month being an amateur at a second, and be content to be bad at it. Bad at two is the position Bramall would have wanted in that February."
62,6,"Water, Food, and Teeth",Two,A tooth will kill you sooner than a bite.,"Marta Kowal, hairdresser, day 240","Count them in the notebooks. After the cold and the water, the next thing on the list is jaws, and it is a long way ahead of anything with teeth of its own. An abscess in a lower molar has a short road into the floor of the mouth and the neck. From there it is days. There is no surgeon and no antibiotic worth the name in this county. The diet does not help: nothing sweet any more, which people think saves them, but everything is gritty and acid and hard, and enamel goes. Kowal's regime is a rag, salt and two minutes, every night, for everybody, forever, and she checks mouths on the first Sunday of the month like a schoolteacher.","She began pulling teeth in the second summer because there was nobody else, and she is a hairdresser, and she says so on the page in a way I have not softened. Eleven extractions. Three went badly, one of those very badly, and a woman who had a treatable abscess in March had a broken root and a worse infection in April. The rule also drives people towards the pliers too early, because a rule that says teeth kill makes every ache an emergency. Clean the mouth every day and you will not need the pliers. That is the entry. The pulling is not the technique, it is the confession of the technique having failed."
63,6,"Water, Food, and Teeth",Two,"Six days, in a room with a door that opens from the outside.","Yusuf Errai, veterinary surgeon, day 75","Turning takes between four hours and nine days and the spread is not random. It goes with body mass and with how much got in. A small child bitten badly is hours. A heavy man with a graze is most of a week. That is the whole of the science and it is enough to act on. Errai's protocol is the one that has held up. The bitten person goes in a room alone, with water, with light, with the door bolted on the outside and a hatch. Somebody sits with them and talks to them through it. Nobody is tied up. The last part is not sentiment. Restraint has killed people in these papers who were never infected at all, of thirst, of cold, and once of a fire.","Six is not nine. He chose six because six covers most cases and because a household cannot hold a room and a watcher for nine days. He has written, twice, that this was a compromise with the labour available and not a finding. Two people in these notebooks came out of that room on the sixth day and turned on the seventh, and one of those took three others with him. And the protocol is unbearable in a way that no writing conveys. It is a rule for a stranger. Almost nobody has ever managed to perform it on their own child, and I am not going to pretend the failure rate there is anything other than total."
64,6,"Water, Food, and Teeth",Two,Cut it off.,"Priya Raghunathan, A&E nurse, day 88","It is in the book because it works sometimes and because a rumour that it never works has cost lives. There are eleven amputations in these notebooks, all of them below a knee or an elbow, all within a few minutes of the bite. Three of those people are alive and none of the three turned. The reasoning is that it does not travel instantly and a limb removed above the wound at speed can take the whole of it. That is the entire basis. It is thinner than anybody would like. Raghunathan wrote it out as a procedure, with a tourniquet, a time and an order of operations. If it is going to be done at all, it will be done by somebody who is not a nurse.","Eight of the eleven died. They died of blood loss and of shock and, two of them, of the wound going bad a fortnight later in a house with no way of stopping it. Worse than that number is what sits behind it. At least two of the eight were bitten through a coat and a shirt, and there is a real chance neither of them was ever infected. They had a leg taken off in a kitchen on a maybe. Nobody can tell in the first two minutes whether skin was broken, and the first two minutes is the entire window. Raghunathan's own note is the honest one and I will not improve on it. This is a procedure with three survivors and eight graves, and the survivors are the ones who tell you about it."
65,6,"Water, Food, and Teeth",Two,Take the boring shelf.,"Nadia Rahman, pharmacist, day 300","By the second year every obvious thing had gone from every shop in this county and the boring shelf was untouched, and it still is. Salt, bicarbonate, vinegar, plain flour, dried pulses, sugar in ten kilo bags, TCP, sanitary goods, needles, reading glasses, boot laces, matches, and every tin of anything nobody has heard of. Rahman's insight is about the psychology of a hurried person. People scavenge for a meal, not for a year. What survives four years of stripping is exactly the material that does not look like dinner. Half the useful stock in the Long Room came off boring shelves in the third summer.","She spent three days on a chemist at Guiseley in the second November. It was a serious piece of work with a real risk in it. She came out with almost nothing that mattered. Most of what is in a pharmacy needs a diagnosis you cannot make, a cold chain you do not have, or a course you cannot complete. The shelf that would have paid for those three days had the salt and the plasters on it. It was in the shop next door. She walked past it twice. The boring shelf rule is right and it is much broader than she wrote it. It is not only the dull items in the interesting shop. It is the dull shop."
66,6,"Water, Food, and Teeth",Two,Eat it now.,"Bea Winslow, retired postmistress, day 700","A store that is never drawn on is not a store, it is a museum, and Winslow has watched three households guard one into the spring while the people guarding it got thin. Her rule has two halves and both are permission. The first is that food kept past its usefulness is a loss, so the jar that is turning gets opened on a Tuesday for no reason. The second is harder. A meal that is better than it needs to be, on a bad day, for no occasion, is not an indulgence and it is not weakness. It is maintenance on the only machine you have got. She keeps a shelf of unreasonable things and spends off it about once a month.","Somewhere past the end of this rule is the seed corn. It has been eaten, twice that I know of, by settlements that panicked in a February that turned out to be over in eleven days. Both of them are gone. The line between drawing on the store and eating next year is not obvious from inside a hungry winter, and there is no formula for it. So Winslow does the thing that works instead. The seed and one month's food live in a different building, counted, by two people, and are not part of the decision at all. Eat what is on the shelf, freely, and put the future somewhere your hungry self cannot reach it."
67,7,Other People,Three,They have decided about you before either of you has spoken.,"Idris Pyle, day 200","Pyle spent his working life on the first four seconds and he is right about what is in them. Before a word, the person opposite has read five things. Your condition, which is how well you have been eating and sleeping. Your posture, which is whether you expect trouble. What is in your hands. Whether you are looking at theirs. Whether you are alone. All of that is legible at forty yards and none of it can be talked away afterwards. His practical point is that you may as well choose what it says. Stand square, hands visible and empty, look at the face and not the hands, and stop walking before you are asked to.","He is describing a performance, and a performance costs something to run and can be read as a performance by anybody who has met one. There is a particular flatness that very careful people acquire, and in the third year it has become its own signal in this county, and it is not a reassuring one. Pyle also had four years of this and ended up unable to meet anybody without working, which is a way of being profoundly alone in a crowd. Do the hands and the stopping, which are courtesies and cost nothing. Leave the rest of it. Most people are not reading you nearly as closely as he was."
68,7,Other People,Three,Meet them at a distance you can both walk away from.,"Marcus Okon, police sergeant, day 210","Forty yards of open ground with a clear line out behind each of you is a geometry that lets a meeting end in nothing, and most meetings should end in nothing. Close the distance and you have taken that option off the table for both of you: now something has to be resolved, and it has to be resolved by two frightened parties standing within reach of each other. Okon ran gate meetings on this principle for two years without an incident. Space is not coldness. Space is what makes it possible for the other person to change their mind and leave without losing face, and losing face is what most of the eleven bad outcomes in these notebooks are actually made of.","Forty yards of open ground reads as hostility to a family that has walked eleven miles with a child, and it reads that way because it is, a little. There is a woman in Farsley who will tell you about being held at that distance in the rain for twenty minutes while a good, careful man decided about her. It ended her willingness to ask anybody for anything, and it has not come back. And the distance that is safe from a person is the distance a rifle prefers. Okon's own amendment is that the geometry is for the first minute and not the twentieth, and that somebody has to be willing to close it, and that it should be you."
69,7,Other People,Three,Trade first. Talk after.,"Tomas Vrba, lorry driver, day 150","An exchange of two small things establishes more in ninety seconds than an hour of conversation, and it does it in a way nobody can fake, because a trade is a claim that gets tested immediately. It says: I have a surplus, I would rather have a relationship than your possessions, and I expect to see you again. Vrba traded salt in half-ounces up and down this valley for two years, and built out of it a network of eleven households that fed information to each other. He did it without once having a conversation about trust. It is a word that does no work at all.","A trade shows your hand. Salt in half-ounces says you have a lot of salt, and by the second summer everybody between here and Otley knew which man to rob if you wanted salt, and two of them tried. It also sets a price on your household, and a household with a known surplus is a fixed asset in the sense of chapter six. Vrba's fix is the one the old markets used: trade at a third place, on a day, in small quantities, and never at either party's home. He has not been robbed since he started doing that, and he says the network works better because everybody has to walk."
